HIP   |HD    |BD         |HR  |Fl |Bayer|Comp  |RA          |Dec         |Px    |pmRA    |pmDe    |SpType                    |RV     |mB    |mV   |mI    |B-V   |Cst|Star name                 |FlN    |BaN      |
  2224|2436  |BD+15   63 |106 |48 |     |      |  7.05288648| 16.44510097|  4.28|   17.64|  -13.71|K5III                     |  -8.24| 7.753| 6.60| 5.604| 1.153|Peg|                          |48Peg  |         |
  2225|2421  |BD+43   92 |104 |   |     |      |  7.05660462| 44.39448922| 11.54|   85.13|  -14.86|A1IVs                     |   2.00| 6.208| 6.25| 6.258|-0.042|And|                          |       |         |
  2235|2454  |BD+09   47 |107 |   |     |      |  7.08346729| 10.19034139| 27.36|   35.90| -204.40|F5VSr                     |  -9.90| 8.904| 7.83| 6.914| 1.074|Cet|                          |       |         |
  2237|2475  |BD-21   57 |108 |   |     |AB    |  7.08820623|-20.33477697| 31.06| -121.00| -116.20|F9V Fe+0.5                |   6.90|11.319|10.03| 8.879| 1.289|Cep|                          |       |         |
  2240|2490  |CD-40    93|109 |   |     |      |  7.11007296|-39.91490177|  8.68|  137.23|  -40.38|M0III                     |  32.30| 9.586| 9.04| 8.482| 0.546|Tuc|                          |       |         |
  2256|2529  |CD-51   113|111 |   |     |      |  7.17908743|-50.53284630|  7.98|  159.70|   -4.69|K0III                     |   5.40| 9.820| 8.47| 7.289| 1.350|And|                          |       |         |
  2270|2507  |BD+36   66 |110 |   |     |      |  7.23610500| 36.89970085|  6.17|   -3.82|   -3.10|G7III                     |  12.80| 8.060| 7.33| 6.634| 0.730|Cas|                          |       |         |
  2330|2632  |CD-32   154|116 |   |     |      |  7.45413747|-32.11592584|  5.48|   12.95|  -23.18|K2/3 III                  |   0.50|11.383|10.35| 9.100| 1.033|Peg|                          |       |         |
  2337|2630  |BD-15   84 |115 |   |     |      |  7.46586892|-14.86402646| 23.39|  147.01|  -33.37|F2/3 V                    |   3.90|10.024| 8.66| 7.495| 1.364|Cep|                          |       |         |
  2353|2637  |BD-04   54 |117 |12 |     |AB    |  7.50980389| -3.95729680|  5.75|    8.80|  -13.90|K5 III                    |  11.25| 5.002| 5.13| 5.226|-0.128|Psc|                          |12Psc  |         |
  2355|2628  |BD+28   75 |114 |28 |     |AB    |  7.53056606| 29.75169540| 15.93|   43.33|  -56.62|A9IV                      | -10.30| 9.266| 8.96| 8.638| 0.306|Scl|                          |28Scl  |         |
  2377|2626  |BD+59   68 |113 |   |     |AB    |  7.58297400| 59.97756392|  4.24|   16.24|   -3.27|B9   IIIN                 | -17.40|10.059| 8.49| 7.055| 1.569|Peg|                          |       |         |
  2381|2696  |CD-24   179|118 |   |     |      |  7.59446350|-23.78771444| 18.83|  -26.03|   13.93|A4V                       |   1.90| 8.734| 8.15| 7.575| 0.584|Peg|                          |       |         |
  2383|2726  |CD-48   102|120 |   |     |      |  7.60822800|-48.21469832| 23.21|  134.20|  -84.50|F2V                       | -58.90|12.192|11.26|10.400| 0.932|Peg|                          |       |         |
  2388|2724  |CD-41   116|119 |   |     |      |  7.61594921|-40.93962525|  7.72|   -3.00|   16.53|F0/2III                   |  -3.60| 8.100| 7.04| 6.067| 1.060|Scl|                          |       |         |
  2422|2589  |BD+76   10 |112 |   |     |      |  7.72581646| 77.01948789| 25.97|  340.17|  -34.73|K0IV                      |  14.30| 8.191| 7.78| 7.344| 0.411|Phe|                          |       |         |
  2472|2834  |CD-49   115|125 |   |Lam01|A     |  7.85356682|-48.80356174| 18.88|  140.60|   20.20|A1V                       |  -2.00|10.476|10.02| 9.539| 0.456|Scl|                          |       |Lam01Scl |
  2474|2729  |BD+65   67 |121 |13 |     |      |  7.85500776| 66.51962668|  4.29|   18.72|   -4.25|B6V                       |  -9.50| 9.359| 8.90| 8.405| 0.459|Peg|                          |13Peg  |         |
  2475|2767  |BD+32   80 |122 |   |     |A     |  7.85668761| 33.58168181|  8.61|   51.20|  -14.50|K1III                     |   3.40| 6.001| 4.37| 2.238| 1.631|Psc|                          |       |         |
  2484|2884  |CP-63    50|126 |   |Bet01|AB    |  7.88566983|-62.95808550| 24.15|   83.90|  -56.40|B9IV                      |  14.00|10.213| 9.93| 9.587| 0.283|And|                          |       |Bet01And |
  2487|2885  |           |127 |   |Bet02|CD    |  7.88898332|-62.96545002| 19.36|   94.90|  -48.60|A2IVs                     |   9.80| 8.700| 8.60| 8.536| 0.100|Cas|                          |       |Bet02Cas |
  2497|2774  |BD+52   92 |124 |   |     |      |  7.92171239| 52.83955844|  8.56|  -55.89|  -13.04|K2III                     | -51.52| 9.413| 8.51| 7.722| 0.903|Psc|                          |       |         |
  2505|2772  |BD+53   82 |123 |14 |Lam  |AB    |  7.94299141| 54.52232512|  8.64|   41.20|  -16.54|B8Vnn                     | -12.20| 8.089| 7.09| 6.222| 0.999|Scl|                          |14Scl  |LamScl   |
  2548|2913  |BD+06   64 |132 |51 |     |AC    |  8.09897895|  6.95545464| 12.35|   31.90|    4.10|B9.5V                     |  16.50| 7.222| 6.93| 6.638| 0.292|Psc|                          |51Psc  |         |
  2553|2888  |BD+42   99 |128 |   |     |      |  8.11161019| 43.49481722|  4.53|   20.45|   -9.98|B9IVn                     | -15.00| 8.628| 8.68| 8.679|-0.052|Tuc|                          |       |         |
  2565|2924  |BD+26   76 |133 |   |     |      |  8.14402820| 27.58077721|  3.37|   -3.87|   -8.38|A2IV/V Ks                 |   2.10|10.480| 8.98| 7.619| 1.500|And|                          |       |         |
  2568|2910  |BD+19   79 |131 |52 |     |A     |  8.14750357| 20.29443334| 12.50|  136.60|  -47.10|G9III                     | -12.98|10.536| 9.84| 9.191| 0.696|Peg|                          |52Peg  |         |
  2578|3003  |CP-63    52|136 |   |Bet03|AB    |  8.18247604|-63.03137879| 21.95|   87.10|  -51.50|A1IV                      |   7.70| 9.087| 8.98| 8.853| 0.107|Scl|                          |       |Bet03Scl |
  2583|2942  |BD+27   84 |134 |   |     |AB    |  8.20454050| 28.28022576|  6.31|   -5.20|    6.90|G8III                     | -11.16| 8.950| 7.98| 7.127| 0.970|Cas|                          |       |         |
  2599|2905  |BD+62  102 |130 |15 |Kap  |      |  8.24994382| 62.93178764|  0.73|    3.65|   -2.07|B1Ia                      |   0.30|10.610|10.16| 9.683| 0.450|Cet|                          |15Cet  |KapCet   |
  2611|2952  |BD+54  101 |135 |   |     |      |  8.29301468| 54.89508050|  8.76|   70.30|  -39.49|K0III                     | -34.97| 9.520| 8.86| 8.227| 0.660|Phe|                          |       |         |
  2628|2904  |BD+70   24 |129 |   |     |A     |  8.33001503| 70.98184745|  6.59|   29.80|    0.20|A0Vnn lambda Boo          | -11.80| 8.640| 8.58| 8.503| 0.060|And|                          |       |         |
  2629|3112  |CP-71    20|139 |   |The  |      |  8.34677270|-71.26621472|  7.69|   73.42|  -13.37|A7 IV                     |   2.30|10.673| 9.56| 8.580| 1.113|Psc|                          |       |ThePsc   |
  2661|3059  |CD-30   156|138 |   |     |      |  8.42108793|-29.55820678|  6.06|  -29.03|  -29.65|K1 III                    |  -6.80|10.630| 9.24| 7.645| 1.390|Tuc|                          |       |         |
  2707|3038  |BD+65   70 |137 |16 |     |AB    |  8.60369322| 66.75035215|  5.27|   24.30|    0.30|B8V                       | -16.00|10.139| 9.63| 9.100| 0.509|Cet|                          |16Cet  |         |
  2711|3158  |CD-53   109|140 |   |     |      |  8.61506278|-52.37318304| 39.24|  226.94|   38.02|F6V                       |  36.00| 6.490| 5.80| 5.100| 0.690|Peg|                          |       |         |
  2734|3166  |BD+12   57 |141 |   |     |      |  8.73086575| 13.37126908|  9.12|  -73.61|  -53.30|K0                        | -19.59|10.026| 9.05| 8.220| 0.976|Cep|                          |       |         |
  2762|3196  |BD-04   62 |142 |13 |     |AB    |  8.81100423| -3.59275792| 47.05|  415.90|  -23.20|F8V                       |  10.37| 8.698| 8.45| 8.213| 0.248|And|                          |13And  |         |
  2787|3229  |BD-01   68 |143 |14 |     |      |  8.88645728| -0.50545896| 18.35|  143.64|  -62.85|F5 V                      |  11.30| 9.895| 8.86| 7.953| 1.035|Cas|                          |14Cas  |         |
  2789|3303  |CD-55   134|148 |   |     |      |  8.88881603|-54.82174824| 14.13|   22.71|  -50.89|K0IV                      | -10.40| 8.763| 7.84| 7.009| 0.923|Cas|                          |       |         |
  2802|3302  |CD-48   121|147 |   |Lam02|      |  8.92139522|-48.00066056| 28.72|   46.81| -101.65|F5V+                      |   9.10| 9.390| 8.86| 8.331| 0.530|And|                          |       |Lam02And |
  2832|3268  |BD+12   59 |145 |   |     |      |  8.97867168| 13.20750232| 26.62| -132.20| -178.28|F7   V                    | -23.50| 9.102| 8.93| 8.761| 0.172|Cet|                          |       |         |
  2846|3325  |BD-15  109 |150 |   |     |      |  9.01331480|-14.97289106|  8.67|  -64.41|  -59.23|K0 III                    |  13.60| 8.526| 7.97| 7.367| 0.556|Scl|                          |       |         |
  2852|3326  |CD-23   220|151 |   |     |      |  9.02876075|-22.84221066| 20.46|  -71.86|  -51.47|A5MA5-F0                  |  11.70| 7.434| 6.90| 6.346| 0.534|Cet|                          |       |         |
  2854|3240  |BD+53  102 |144 |   |     |      |  9.03453122| 54.16845377|  6.08|   22.56|   -2.23|B7IV                      |   1.10| 9.641| 8.47| 7.468| 1.171|Cet|                          |       |         |
  2865|3322  |BD+26   91 |149 |   |     |      |  9.08370066| 27.25479141|  4.59|   16.60|  -11.04|B8.5IIIpHgMn              |   4.00| 8.602| 6.77| 4.515| 1.832|Cas|                          |       |         |
  2876|3283  |BD+59   84 |146 |   |     |      |  9.11392499| 60.32621718|  0.90|    2.82|   -0.91|A3III                     |  -8.50| 9.554| 8.55| 7.679| 1.004|Cas|                          |       |         |
  2889|3444  |CP-65    58|160 |   |     |      |  9.15663762|-65.12442482|  4.72|   40.98|   -8.38|K2/3III                   |  20.20| 4.890| 5.04| 5.149|-0.150|Scl|                          |       |         |
  2900|3346  |BD+43  113 |152 |   |     |      |  9.19362940| 44.48850967|  5.29|  -36.32|   32.00|M0III                     | -33.33| 9.368| 8.48| 7.651| 0.888|Peg|                          |       |         |
  2903|3379  |BD+14   76 |155 |53 |     |      |  9.19713210| 15.23175966|  3.14|    1.02|  -13.55|B2.5IV                    |  -8.00| 9.060| 8.53| 7.955| 0.530|Peg|                          |53Peg  |         |
  2912|3369  |BD+32  101 |154 |29 |Pi.  |A     |  9.22016213| 33.71935253|  5.45|    8.50|   -2.90|B5V                       |   8.20| 6.512| 6.33| 6.154| 0.182|Psc|                          |29Psc  |PiPsc    |
  2920|3360  |BD+53  105 |153 |17 |Zet  |      |  9.24277909| 53.89693155|  5.50|   17.38|   -9.86|B2IV                      |  -0.20| 9.490| 8.99| 8.482| 0.500|Psc|                          |17Psc  |ZetPsc   |
  2926|3411  |BD+23   84 |156 |   |     |      |  9.28000604| 24.01424834|  8.87|  -18.20|  -46.49|K2III                     |   0.46| 9.128| 8.64| 8.131| 0.488|Psc|                          |       |         |
  2937|3488  |CP-55   130|162 |   |     |      |  9.32573292|-54.39380987|  6.81|   70.53|   -3.37|K0II/III CNIV             |  -6.40| 9.787| 9.55| 9.310| 0.237|Cas|                          |       |         |
  2941|3443  |CD-25   225|159 |   |     |AB    |  9.33244613|-24.76722545| 64.38| 1391.00|  -13.00|G7V                       |  18.63| 9.310| 8.74| 8.139| 0.570|Peg|                          |       |         |
  2942|3421  |BD+34   86 |157 |   |     |      |  9.33844201| 35.39951042|  3.85|   -9.32|   -3.73|G2Ib-II                   |  -0.20|13.920|12.43|10.420| 1.490|Phe|                          |       |         |
  2954|3457  |BD+02   80 |161 |   |     |      |  9.37682701|  3.13549748|  4.48|   90.43|  -59.74|K3 III                    |   8.76| 9.192| 8.16| 7.269| 1.032|Psc|                          |       |         |
  3031|3546  |BD+28  103 |163 |30 |Eps  |      |  9.63958050| 29.31236894| 19.91| -231.80| -253.30|G7III Fe-3 CH1            | -84.05|10.404| 9.46| 8.605| 0.944|Scl|                          |30Scl  |EpsScl   |
  3042|3719  |CP-73    42|169 |   |     |      |  9.66940405|-73.13763192|  8.57|  -22.46|    5.35|A1mA3-A7                  |  21.20| 6.015| 5.70| 5.375| 0.315|Psc|                          |       |         |
  3083|3574  |BD+48  192 |164 |   |     |A     |  9.79119578| 49.35459519|  1.56|    8.54|   -2.45|K4III                     |  -6.60| 8.137| 7.62| 7.078| 0.517|And|                          |       |         |
  3092|3627  |BD+30   91 |165 |31 |Del  |A     |  9.83165586| 30.86122597| 30.91|  121.00|  -85.30|K3III                     | -11.00|10.627| 8.95| 7.426| 1.677|Cas|                          |31Cas  |DelCas   |
  3093|3651  |BD+20   85 |166 |54 |     |A     |  9.84206096| 21.25137382| 90.42| -461.22| -369.99|K0V                       | -33.28| 9.922| 8.97| 8.148| 0.952|And|                          |54And  |         |
  3132|3440  |BD+81   13 |158 |   |     |      |  9.94897877| 82.49357470| 30.07| -113.75|   77.65|F9V ((metal-weak))        | -34.80| 9.216| 8.94| 8.648| 0.276|Peg|                          |       |         |
  3137|3750  |CD-45   201|171 |   |     |      |  9.96631195|-44.79633329| 10.62|   42.47|   17.60|K1III CNII                |   7.90| 7.314| 7.24| 7.151| 0.074|Peg|                          |       |         |
  3138|3690  |BD+20   87 |167 |55 |     |AB    |  9.98147480| 21.43856443|  7.87|   29.70|  -23.70|K0III                     | -18.50|10.643|10.32| 9.942| 0.323|Scl|                          |55Scl  |         |
  3142|3735  |CD-34   224|170 |   |     |      |  9.98996535|-33.96118634| 24.90|  328.54| -108.72|F9V m-1                   | -12.40| 8.714| 8.24| 7.742| 0.474|Peg|                          |       |         |
  3170|3823  |CD-60   118|176 |   |     |      | 10.10273302|-59.45568119| 40.07|  883.20|  443.29|G0V Fe-0.9 CH-0.4         |   3.50| 8.923| 8.62| 8.281| 0.303|Cas|                          |       |         |
  3175|3794  |BD-17  109 |172 |   |     |A     | 10.11898755|-16.51659736|  6.83|   41.00|  -33.30|G8 III                    |  48.40|10.161| 9.18| 8.337| 0.981|Cet|                          |       |         |
  3179|3712  |BD+55  139 |168 |18 |Alp  |A     | 10.12661350| 56.53740925| 14.29|   50.88|  -32.13|K0- IIIa                  |  -4.31| 9.804| 8.53| 7.455| 1.274|Phe|Shedir                    |18Phe  |AlpPhe   |
  3185|3795  |CD-24   263|173 |   |     |      | 10.13501595|-23.80399322| 34.62|  632.00| -356.80|K0V Fe-1.5 CH-1.3         | -46.60| 8.924| 8.54| 8.136| 0.384|Psc|                          |       |         |
  3193|3807  |BD-05  101 |174 |   |     |A     | 10.17658831| -4.35180548|  6.92|  -14.80|  -14.74|K0 III                    |  34.50| 8.996| 8.56| 8.126| 0.436|Peg|                          |       |         |
  3231|3817  |BD+38   90 |175 |32 |     |      | 10.27998083| 39.45867139|  9.19|  -15.32|   -2.53|G8III                     |  -5.10| 6.943| 5.87| 4.923| 1.073|Cas|                          |32Cas  |         |
  3245|3919  |CD-46   180|180 |   |Mu.  |      | 10.33156671|-46.08500948| 13.27|  -23.30|    0.10|G8III                     |  18.80|10.377| 9.41| 8.491| 0.967|Tuc|                          |       |MuTuc    |
  3269|3883  |BD+23   94 |178 |   |     |AB    | 10.39989690| 24.62906485|  7.89|  108.40|  -16.90|A7   M                    | -15.60| 7.285| 7.20| 7.234| 0.085|Cas|                          |       |         |
  3277|3980  |CD-57   137|183 |   |Ksi  |A     | 10.44292462|-56.50145473| 14.92|   90.73|   57.17|A3VpSrCr Ksn              |   9.80| 9.520| 9.05| 8.618| 0.470|Cet|                          |       |KsiCet   |
  3299|3856  |BD+65   83 |177 |   |     |      | 10.51431595| 66.14761300|  6.31|  -11.31|   -8.75|G9III-IV                  |  -3.60|10.352| 9.52| 8.743| 0.832|Scl|                          |       |         |
  3300|3901  |BD+49  164 |179 |19 |Ksi  |      | 10.51618413| 50.51254141|  2.28|   12.02|   -6.72|B2.5V                     | -10.60|10.558|10.24| 9.957| 0.318|Scl|                          |19Scl  |KsiScl   |
  3330|4089  |CP-66    47|187 |   |Rho  |      | 10.61790459|-65.46813007| 24.37|   53.11|   40.90|F7V+                      |  41.50| 8.703| 7.70| 6.820| 1.003|Cas|                          |       |RhoCas   |
